iter	Logloss
0	0.6083659363
1	0.5263788605
2	0.4711788559
3	0.4323558807
4	0.3952158356
5	0.3592691803
6	0.3381874847
7	0.3167584801
8	0.2948799133
9	0.2773194313
10	0.2555977249
11	0.2376000404
12	0.2264180183
13	0.2186433411
14	0.2076161003
15	0.192912426
16	0.1841303444
17	0.1758766937
18	0.1713747787
19	0.1617414474
20	0.1562736893
21	0.1519764805
22	0.1456896114
23	0.1408708954
24	0.1372507954
25	0.1332045174
26	0.130583477
27	0.1254553795
28	0.119936018
29	0.1169081402
30	0.1127524567
31	0.1096571159
32	0.1072114468
33	0.1050242519
34	0.1019473076
35	0.09940013885
36	0.09630628586
37	0.09391998291
38	0.09034980774
39	0.08865153313
40	0.08694038391
41	0.08515089989
42	0.08372097015
43	0.08098478317
44	0.07905590057
45	0.07759019852
46	0.07534714222
47	0.07390105724
48	0.07204777718
49	0.07090199471
50	0.06971982002
51	0.06834813118
52	0.0666834259
53	0.06385102749
54	0.06263879776
55	0.06175749302
56	0.06142033577
57	0.05974782944
58	0.05839166641
59	0.05597738266
60	0.05486148357
61	0.05382170677
62	0.05297872543
63	0.05148361206
64	0.04945178509
65	0.04825089455
66	0.04698443413
67	0.04534280777
68	0.04377080917
69	0.04285074234
70	0.0418111515
71	0.04118309021
72	0.03963085651
73	0.03813491344
74	0.0373414278
75	0.03642560959
76	0.03553868771
77	0.03498162746
78	0.034554708
79	0.03405360222
80	0.03380722523
81	0.03294579029
82	0.03270792246
83	0.03212760925
84	0.03130143642
85	0.03075812578
86	0.03023069382
87	0.02991789579
88	0.02916095257
89	0.02890303612
90	0.02846600056
91	0.02769163132
92	0.02678977251
93	0.02644911289
94	0.02587200642
95	0.02541100979
96	0.02504961014
97	0.02448374748
98	0.02381837368
99	0.02340679407
100	0.0231600666
101	0.0228997159
102	0.02263223648
103	0.02241693974
104	0.02195676327
105	0.02141579628
106	0.02133718014
107	0.0206292057
108	0.02028739691
109	0.02013457775
110	0.01981390715
111	0.01960887194
112	0.01943549156
113	0.01907727242
114	0.0187814939
115	0.01851327538
116	0.01838554859
117	0.01816218138
118	0.01760441542
119	0.01727059841
120	0.01710240126
121	0.01682301521
122	0.01633958578
123	0.01611816168
124	0.01606218338
125	0.01583164454
126	0.01546787977
127	0.01519879341
128	0.01503620148
129	0.01485574007
130	0.01460570216
131	0.01438894272
132	0.01426658511
133	0.01415828943
134	0.01403975964
135	0.01395473838
136	0.01380745173
137	0.01358151555
138	0.01345804691
139	0.01334682465
140	0.01315030813
141	0.01303433061
142	0.01283422589
143	0.01273066759
144	0.01260455489
145	0.01256245613
146	0.01238887429
147	0.01234167576
148	0.01209115148
149	0.01192928314
150	0.01173202515
151	0.01160645723
152	0.01140541315
153	0.01126101732
154	0.01113774776
155	0.0110825634
156	0.01097381353
157	0.01082947969
158	0.01074465752
159	0.0106297636
160	0.01052030802
161	0.01040608168
162	0.01032401681
163	0.01010831475
164	0.00996696353
165	0.009862135053
166	0.009862131476
167	0.00978823781
168	0.009558423758
169	0.009512493014
170	0.009425284266
171	0.009358257055
172	0.009320311546
173	0.009155513048
174	0.009040321112
175	0.009013877511
176	0.008957606554
177	0.008863695264
178	0.008804557323
179	0.008720362186
180	0.008680886626
181	0.008625419736
182	0.008590443134
183	0.008482208252
184	0.008423070908
185	0.008341056705
186	0.008291220665
187	0.008264567852
188	0.00818908453
189	0.008110005856
190	0.008071222901
191	0.008008480072
192	0.007959998846
193	0.007903866768
194	0.007903162241
195	0.007881249785
196	0.007844825387
197	0.00784471333
198	0.007844698429
199	0.007775654793
200	0.00776245594
201	0.007733478546
202	0.007671663165
203	0.00767167151
204	0.007539588809
205	0.007497881651
206	0.007477003932
207	0.007427241802
208	0.007374384403
209	0.007354567647
210	0.007296485305
211	0.007244948745
212	0.007199759483
213	0.007181861401
214	0.007136932611
215	0.007106853724
216	0.007044287324
217	0.007044274211
218	0.006991457939
219	0.006971567273
220	0.006884487271
221	0.006840368509
222	0.006772531271
223	0.00675325036
224	0.006753236055
225	0.006702644229
226	0.006607083678
227	0.006607083082
228	0.006591072679
229	0.006501076221
230	0.006445777416
231	0.006415728331
232	0.006389975548
233	0.006374112964
234	0.00637409687
235	0.006337669492
236	0.006301242113
237	0.006269432306
238	0.006223158836
239	0.006223050356
240	0.006211654544
241	0.00619666338
242	0.006162738204
243	0.006119554639
244	0.006096484661
245	0.006096368432
246	0.006033524871
247	0.006033512354
248	0.006007598639
249	0.005993127823
250	0.005947939157
251	0.005947939157
252	0.005924478769
253	0.005896525383
254	0.005862987041
255	0.005841935873
256	0.00581146121
257	0.005811462402
258	0.005799741745
259	0.005758898258
260	0.00573859036
261	0.005714728236
262	0.005704669356
263	0.005704627037
264	0.005682607293
265	0.005682607293
266	0.005682559013
267	0.005656579137
268	0.00565649271
269	0.005633394122
270	0.005603779554
271	0.005603772998
272	0.005572385192
273	0.005553030968
274	0.005553024411
275	0.005525676608
276	0.005525618196
277	0.00551502645
278	0.005508714914
279	0.005472842455
280	0.005472775102
281	0.005447430015
282	0.005419564843
283	0.005419560671
284	0.005374589562
285	0.005374442935
286	0.005374371409
287	0.005370248556
288	0.005322674513
289	0.005299240947
290	0.005275144577
291	0.005275098085
292	0.005241461396
293	0.005213717222
294	0.00520586133
295	0.005205931067
296	0.005197725296
297	0.00517152071
298	0.005130716562
299	0.005085608363
300	0.005064520836
301	0.005043910742
302	0.005031023026
303	0.004996622205
304	0.004990488887
305	0.004990488887
306	0.004990488887
307	0.004961380363
308	0.004933689535
309	0.004896119833
310	0.004879075885
311	0.004856496751
312	0.004856502414
313	0.004837252498
314	0.004798515141
315	0.004798485637
316	0.004792312086
317	0.004792298079
318	0.004792298079
319	0.004792270064
320	0.004768635631
321	0.004756543338
322	0.004739170074
323	0.004728951156
324	0.004728963375
325	0.004728895426
326	0.004724362195
327	0.004678780138
328	0.004663697779
329	0.004640613794
330	0.00462138027
331	0.004593241215
332	0.004593252242
333	0.004581816196
334	0.004536401033
335	0.004536367655
336	0.004533594549
337	0.004527975321
338	0.004505630434
339	0.004488586783
340	0.004488548636
341	0.004488306046
342	0.004488278627
343	0.004471016526
344	0.004452762604
345	0.004431557357
346	0.004422889054
347	0.004422876835
348	0.004413786232
349	0.004413759708
350	0.004397680461
351	0.004397635758
352	0.00437753588
353	0.004362058043
354	0.004346896112
355	0.004339867234
356	0.004339876175
357	0.004339843392
358	0.004327245951
359	0.004327167869
360	0.004327188432
361	0.004327091873
362	0.004327089787
363	0.004327049851
364	0.004327048063
365	0.004326987863
366	0.004326987863
367	0.004318018556
368	0.004291163087
369	0.004291163087
370	0.004281827807
371	0.004273600876
372	0.004245716929
373	0.00424571991
374	0.004229271412
375	0.00422925204
376	0.004229272902
377	0.004229204953
378	0.004226011038
379	0.004225985408
380	0.004216156602
381	0.004216151536
382	0.00421612978
383	0.004216145277
384	0.004216098189
385	0.004216140509
386	0.004207710922
387	0.004207673073
388	0.004190891683
389	0.004190891683
390	0.004190850854
391	0.004190844297
392	0.004167358875
393	0.004167383909
394	0.004163292348
395	0.004152208865
396	0.004152150452
397	0.004138763547
398	0.004138742089
399	0.004138512015
400	0.004138492346
401	0.004138474166
402	0.004138436317
403	0.00413844347
404	0.00413838625
405	0.004138368964
406	0.004138356447
407	0.004138362408
408	0.004138335586
409	0.004138301015
410	0.004138311446
411	0.004138264656
412	0.004138287306
413	0.004138242602
414	0.004138233066
415	0.004138261378
416	0.004134540558
417	0.004134540558
418	0.004134490192
419	0.004113324285
420	0.0041121912
421	0.004112160802
422	0.004098107219
423	0.004098061323
424	0.004098061323
425	0.004098008275
426	0.004098016918
427	0.004078959227
428	0.004077586532
429	0.004077605307
430	0.004064984322
431	0.004064965248
432	0.004064951539
433	0.004064990282
434	0.004050120711
435	0.004026621878
436	0.004026621878
437	0.004026598334
438	0.004023438692
439	0.004023433924
440	0.004023409188
441	0.004012114108
442	0.004012102485
443	0.004012078047
444	0.004012078047
445	0.0040120399
446	0.004012041092
447	0.004012045264
448	0.004012020826
449	0.004008243084
450	0.004000275731
451	0.003982929587
452	0.003951322436
453	0.003951311111
454	0.003951251507
455	0.00395126611
456	0.003951225281
457	0.003951222301
458	0.003951212764
459	0.003951193988
460	0.003951188624
461	0.003951156735
462	0.003951125145
463	0.003951206505
464	0.00395119071
465	0.00395113945
466	0.003951173723
467	0.00395116955
468	0.003951089382
469	0.003951077461
470	0.003951042891
471	0.003951052427
472	0.003950963616
473	0.003951035738
474	0.003951005936
475	0.00395098865
476	0.003939066529
477	0.003925217688
478	0.003925194144
479	0.003925190568
480	0.003925202489
481	0.003925202489
482	0.00392518878
483	0.003925195336
484	0.003925186396
485	0.003922539353
486	0.003922569752
487	0.003922525048
488	0.003922474384
489	0.003922472
490	0.00392246455
491	0.003922415972
492	0.003922415972
493	0.003922420442
494	0.00392239809
495	0.00392242521
496	0.003922410607
497	0.003922418356
498	0.003922245204
499	0.003922250569
